City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Mabamba,TZ,2022-04-04 17:00:54,-3.5983,30.5019,64.78,90,77,0.96
294,Chiang Klang,TH,2022-04-04 17:00:54,19.2938,100.8617,72.63,71,44,2.17
295,Goderich,CA,2022-04-04 17:00:32,43.7501,-81.7165,39.9,65,100,10.96
296,Udachnyy,RU,2022-04-04 17:00:55,66.4167,112.4,-5.64,100,100,4.72
297,San Andres,CO,2022-04-04 17:00:55,12.5847,-81.7006,80.91,76,79,16.37
298,Hambantota,LK,2022-04-04 17:00:56,6.1241,81.1185,80.37,75,66,3.53
299,Anadyr,RU,2022-04-04 17:00:56,64.75,177.4833,-23.69,99,35,9.69
300,Ostrovnoy,RU,2022-04-04 16:52:32,68.0531,39.5131,19.35,91,93,10.69
301,Porterville,US,2022-04-04 16:57:05,36.0652,-119.0168,62.53,40,8,4.79
302,Staroutkinsk,RU,2022-04-04 17:00:56,57.2302,59.3348,36.21,100,100,3.38
303,Lata,PT,2022-04-04 17:00:57,40.1629,-8.3327,58.82,30,92,9.24
304,Iberia,US,2022-04-04 17:00:57,29.9502,-91.7507,78.06,69,40,10.36
305,Komsomolskiy,UZ,2022-04-04 17:00:57,40.4272,71.7189,65.12,42,0,6.91
306,Sandpoint,US,2022-04-04 17:00:31,48.2766,-116.5533,42.69,94,100,9.22
307,Batocina,RS,2022-04-04 17:00:58,44.1536,21.0817,42.58,56,82,4.12
308,San Policarpo,PH,2022-04-04 17:00:58,12.1791,125.5072,80.69,86,100,14.47
309,Yar-Sale,RU,2022-04-04 17:00:58,66.8333,70.8333,27.43,97,100,12.62
310,Innisfail,AU,2022-04-04 17:00:59,-17.5333,146.0333,78.04,82,66,2.82
311,Shangrao,CN,2022-04-04 17:00:59,28.4532,117.9686,55.04,79,92,2.06
312,Itarema,BR,2022-04-04 17:00:59,-2.9248,-39.9167,84.04,74,93,13.09
313,Revelstoke,CA,2022-04-04 17:00:32,50.9832,-118.2023,39.22,93,100,6.91
314,Mozarlandia,BR,2022-04-04 17:01:00,-14.7447,-50.5706,88.66,45,4,7.74
315,Eltham,NZ,2022-04-04 17:00:25,-39.4292,174.3,59.68,98,82,5.12
316,Beian,NO,2022-04-04 17:01:00,63.6559,9.5683,34.02,93,75,12.66
317,Karoi,ZW,2022-04-04 17:01:01,-16.8099,29.6925,65.41,90,61,1.77
318,Oneonta,US,2022-04-04 16:58:51,42.4529,-75.0638,41.05,80,99,7.07
319,Mount Gambier,AU,2022-04-04 17:01:01,-37.8333,140.7667,46.31,93,75,3.44
320,Belaya Gora,RU,2022-04-04 17:01:01,68.5333,146.4167,-18.54,100,99,2.55
321,Te Anau,NZ,2022-04-04 17:01:02,-45.4167,167.7167,56.35,92,100,2.21
322,Alice Springs,AU,2022-04-04 17:02:02,-23.7,133.8833,69.22,32,0,4.61
323,Walvis Bay,NA,2022-04-04 17:02:03,-22.9575,14.5053,63.09,67,0,16.4
324,Ozimek,PL,2022-04-04 17:00:01,50.6794,18.2137,43.0,61,100,13.96
325,San Lorenzo,PY,2022-04-04 17:02:03,-25.3333,-57.5333,82.44,68,94,3.74
326,Lunca Muresului,RO,2022-04-04 17:02:03,46.4333,23.9,39.51,65,82,3.06
327,Xining,CN,2022-04-04 17:00:16,36.6167,101.7667,42.48,35,56,3.04
328,Mackenzie,CA,2022-04-04 17:02:04,55.2999,-123.1698,29.53,76,100,6.35
329,Glens Falls,US,2022-04-04 17:02:04,43.3095,-73.644,53.11,45,100,6.91
330,Vikhorevka,RU,2022-04-04 17:02:05,56.1201,101.1636,20.79,95,85,1.81
331,Romny,UA,2022-04-04 17:02:05,50.751,33.4747,35.6,63,72,6.93
332,Presidencia Roque Saenz Pena,AR,2022-04-04 17:02:05,-26.7852,-60.4388,82.62,54,74,7.0
333,Port-Gentil,GA,2022-04-04 17:02:06,-0.7193,8.7815,80.44,78,100,5.59
334,Hede,CN,2022-04-04 17:02:06,33.7681,120.2517,45.18,78,100,8.12
335,Neiafu,TO,2022-04-04 17:02:06,-18.65,-173.9833,79.72,75,100,15.5
336,Salalah,OM,2022-04-04 17:02:07,17.0151,54.0924,78.66,75,0,0.56
337,Arlit,NE,2022-04-04 17:02:07,18.7369,7.3853,103.84,3,87,13.06
338,Richards Bay,ZA,2022-04-04 17:02:07,-28.783,32.0377,77.14,63,100,7.07
339,Katherine,AU,2022-04-04 17:02:08,-14.4667,132.2667,82.72,57,75,5.75
340,Itaqui,BR,2022-04-04 17:02:08,-29.1253,-56.5531,74.1,72,68,6.17
341,Baykit,RU,2022-04-04 17:02:08,61.67,96.37,7.29,95,100,3.27
342,Touros,BR,2022-04-04 16:59:05,-5.1989,-35.4608,85.64,59,20,15.57
343,Kampong Chhnang,KH,2022-04-04 17:02:09,12.1667,104.55,74.77,71,39,4.97
344,Quatre Cocos,MU,2022-04-04 17:02:09,-20.2078,57.7625,78.1,81,100,12.5
345,Pincher Creek,CA,2022-04-04 17:00:10,49.4833,-113.952,45.05,49,20,19.57
346,Zyryanka,RU,2022-04-04 17:02:09,65.75,150.85,-5.87,99,100,7.4
347,Santa Cruz,BO,2022-04-04 17:00:10,-17.8,-63.1667,86.05,54,75,9.22
348,Kozienice,PL,2022-04-04 16:59:33,51.5829,21.5478,42.03,47,88,15.57
349,Saldanha,ZA,2022-04-04 17:02:06,-33.0117,17.9442,63.37,82,21,8.86
350,Taksimo,RU,2022-04-04 17:02:10,56.3444,114.8794,8.94,86,99,4.36
351,Cedartown,US,2022-04-04 17:02:10,34.0537,-85.255,69.28,32,88,3.65
352,Omsukchan,RU,2022-04-04 17:02:11,62.5333,155.8,-10.7,100,94,3.0
353,Siavonga,ZM,2022-04-04 17:02:11,-16.5382,28.7088,80.92,67,79,3.06
354,Marsaxlokk,MT,2022-04-04 17:02:11,35.8419,14.5431,59.61,82,75,16.11
355,Iquique,CL,2022-04-04 17:02:12,-20.2208,-70.1431,71.2,68,12,7.25
356,Mount Isa,AU,2022-04-04 17:00:19,-20.7333,139.5,69.57,19,5,5.75
357,Arica,CL,2022-04-04 17:01:56,-18.475,-70.3042,73.29,64,27,7.85
358,Cassia,BR,2022-04-04 17:02:12,-20.5831,-46.9219,84.13,55,12,1.32
359,Kavaratti,IN,2022-04-04 17:02:13,10.5669,72.642,83.05,72,57,5.93
360,Talakan,RU,2022-04-04 17:02:13,50.3167,130.3667,28.8,87,100,3.15
361,Halifax,CA,2022-04-04 17:01:37,44.6453,-63.5724,35.22,97,100,26.46
362,Yangambi,CD,2022-04-04 17:02:13,0.8102,24.4336,76.06,73,78,0.45
363,Pangkalanbuun,ID,2022-04-04 17:02:14,-2.6833,111.6167,73.69,98,74,1.66
364,Jardim,BR,2022-04-04 17:02:14,-21.4803,-56.1381,92.71,42,5,4.88
365,Zhangye,CN,2022-04-04 17:02:14,38.9342,100.4517,50.81,20,0,3.4
366,Bad Sachsa,DE,2022-04-04 17:02:15,51.595,10.5555,38.32,94,100,1.01
367,Chiredzi,ZW,2022-04-04 17:02:15,-21.05,31.6667,80.26,58,68,5.1
368,Bellary,IN,2022-04-04 17:03:16,15.15,76.9333,89.73,23,44,4.74
369,Sioux Lookout,CA,2022-04-04 17:03:16,50.1001,-91.917,37.47,70,75,2.3
370,Santa Rosa,PH,2022-04-04 17:03:16,14.3122,121.1114,82.02,69,85,11.99
371,Egvekinot,RU,2022-04-04 17:03:16,66.3167,-179.1667,-14.57,86,14,18.21
372,Prince Rupert,CA,2022-04-04 17:00:18,54.3161,-130.3201,37.13,83,100,5.37
373,Verkhnevilyuysk,RU,2022-04-04 17:03:17,63.4453,120.3167,1.49,99,91,4.43
374,Provideniya,RU,2022-04-04 17:03:17,64.3833,-173.3,-5.03,83,3,9.78
375,Simao,CN,2022-04-04 17:03:17,22.7886,100.9748,63.99,69,97,2.98
376,Port Hardy,CA,2022-04-04 17:03:18,50.6996,-127.4199,38.62,96,93,14.99
377,Dalton,US,2022-04-04 17:00:09,34.7698,-84.9702,68.49,33,0,8.05
378,Gangakher,IN,2022-04-04 17:03:18,18.95,76.75,93.27,12,30,6.08
379,Gazojak,TM,2022-04-04 17:03:18,41.1875,61.4036,76.77,13,0,11.16
380,Uaua,BR,2022-04-04 17:03:19,-9.8414,-39.4817,95.63,25,21,15.08
381,Moose Factory,CA,2022-04-04 17:03:19,51.2585,-80.6094,25.18,87,90,4.03
382,Santa Maria,BR,2022-04-04 17:03:13,-29.6842,-53.8069,73.33,82,91,4.18
383,Kraslava,LV,2022-04-04 17:03:19,55.8951,27.168,35.06,95,100,12.48
384,Panukulan,PH,2022-04-04 17:03:20,14.9333,121.8144,78.64,85,97,21.45
385,Barzas,RU,2022-04-04 17:03:20,55.7167,86.3167,34.54,98,100,8.93
386,Axim,GH,2022-04-04 17:03:20,4.8699,-2.2405,84.6,72,74,8.95
387,Shimoda,JP,2022-04-04 16:58:40,34.6667,138.95,48.11,81,62,10.78
388,Villa Rica,US,2022-04-04 16:59:53,33.7321,-84.9191,71.11,39,98,4.5
389,Talara,PE,2022-04-04 17:03:21,-4.5772,-81.2719,77.34,67,75,14.85
390,Ust-Uda,RU,2022-04-04 17:03:21,54.1742,103.0304,14.31,95,100,1.21
391,Kaeo,NZ,2022-04-04 17:03:22,-35.1,173.7833,61.32,96,100,3.18
392,La Ronge,CA,2022-04-04 17:03:22,55.1001,-105.2842,35.74,77,85,14.12
393,Adrar,MR,2022-04-04 17:03:22,20.5022,-10.0711,90.43,13,0,18.95
394,San Alejo,SV,2022-04-04 17:03:22,13.4314,-87.9631,97.54,34,68,1.36
395,Dunedin,NZ,2022-04-04 17:02:31,-45.8742,170.5036,58.8,82,100,11.01
396,Hay River,CA,2022-04-04 17:03:23,60.8156,-115.7999,33.24,97,100,9.08
397,Lexington,US,2022-04-04 16:59:10,37.9887,-84.4777,60.33,52,100,1.99
398,Suriapet,IN,2022-04-04 17:03:23,17.15,79.6167,82.85,54,17,12.59
399,Magadan,RU,2022-04-04 17:03:24,59.5667,150.8,17.2,82,100,13.98
400,Youghal,IE,2022-04-04 17:03:24,51.95,-7.8506,53.1,96,100,16.44
401,Seligenstadt,DE,2022-04-04 17:03:24,50.0432,8.9739,46.78,55,100,5.99
402,Basco,PH,2022-04-04 17:03:24,20.4487,121.9702,74.26,75,94,27.31
403,Praya,CV,2022-04-04 17:03:25,14.9215,-23.5087,77.54,53,20,21.85
404,Surt,LY,2022-04-04 17:03:25,31.2089,16.5887,72.86,52,0,11.39
405,Mende,FR,2022-04-04 17:03:26,44.6667,3.5,36.14,81,44,4.09
406,Astoria,US,2022-04-04 17:03:26,46.1879,-123.8313,51.69,75,100,19.57
407,Waddan,LY,2022-04-04 17:01:05,29.1614,16.139,93.09,5,0,6.82
408,Brae,GB,2022-04-04 17:03:26,60.3964,-1.353,37.58,62,100,21.16
409,Cap Malheureux,MU,2022-04-04 17:03:27,-19.9842,57.6142,78.48,85,100,5.99
410,Assens,DK,2022-04-04 17:03:27,55.2702,9.9008,44.49,73,75,27.83
411,Evanston,US,2022-04-04 17:00:13,42.0411,-87.6901,49.05,73,100,16.11
412,Kuybysheve,UA,2022-04-04 17:03:27,47.358,36.6491,38.14,49,100,5.55
413,Macusani,PE,2022-04-04 17:03:28,-14.0833,-70.4333,50.94,53,29,13.71
414,Sitka,US,2022-04-04 17:03:28,57.0531,-135.33,37.54,85,64,2.55
415,Neka,IR,2022-04-04 17:03:28,36.6508,53.299,56.88,74,100,11.79
416,Cabra,ES,2022-04-04 17:04:29,37.4725,-4.4421,54.66,50,100,1.99
417,Vao,NC,2022-04-04 17:04:29,-22.6667,167.4833,78.35,85,100,14.72
418,Strezhevoy,RU,2022-04-04 17:04:30,60.7333,77.5889,34.88,100,100,8.68
419,Bagdarin,RU,2022-04-04 17:04:30,54.4333,113.6,-0.44,88,28,4.52
420,Bengkulu,ID,2022-04-04 17:04:30,-3.8004,102.2655,76.82,84,86,4.45
421,Tevaitoa,PF,2022-04-04 17:04:31,-16.7833,-151.5,82.15,73,100,18.32
422,Porbandar,IN,2022-04-04 17:04:31,21.6422,69.6093,80.62,65,34,10.4
423,Saint-Georges,GD,2022-04-04 17:04:31,12.0564,-61.7485,83.88,70,20,20.71
424,Masingbi,SL,2022-04-04 17:04:32,8.7833,-11.95,99.61,26,14,5.23
425,Bilibino,RU,2022-04-04 17:04:32,68.0546,166.4372,-20.94,90,22,5.21
426,Bembereke,BJ,2022-04-04 17:04:33,10.2283,2.6634,100.04,17,99,5.14
427,Jumla,NP,2022-04-04 17:01:22,29.2747,82.1838,49.8,34,16,5.03
428,Monrovia,LR,2022-04-04 17:00:13,6.3005,-10.7969,82.17,69,46,11.77
429,Chulman,RU,2022-04-04 17:04:33,56.8479,124.9104,-3.87,100,97,3.04
430,Phan Thiet,VN,2022-04-04 17:04:34,10.9333,108.1,78.19,77,15,4.38
431,Lamu,KE,2022-04-04 17:04:34,-2.2717,40.902,81.32,79,52,11.92
432,Altamont,US,2022-04-04 17:04:34,42.2068,-121.7372,41.77,91,100,12.66
433,Cap-Aux-Meules,CA,2022-04-04 17:04:35,47.3821,-61.8597,30.94,92,100,20.49
434,Kijang,KR,2022-04-04 17:04:35,35.2442,129.2139,52.48,59,2,5.23
435,Manacapuru,BR,2022-04-04 17:04:35,-3.2997,-60.6206,81.41,82,63,1.23
436,Havre De Grace,US,2022-04-04 17:04:36,39.5493,-76.0916,55.33,46,40,5.75
437,Sikandra Rao,IN,2022-04-04 17:04:36,27.7,78.4,84.76,5,14,6.46
438,Novikovo,RU,2022-04-04 17:03:37,51.1537,37.8879,34.61,71,78,5.95
439,Uruzgan,AF,2022-04-04 17:04:36,32.8333,66.0,65.08,19,100,1.72
440,Tchollire,CM,2022-04-04 17:04:37,8.4022,14.1698,97.29,17,92,2.89
441,Rocha,UY,2022-04-04 16:59:45,-34.4833,-54.3333,70.52,27,0,12.5
442,Carlsbad,US,2022-04-04 17:04:29,33.1581,-117.3506,67.5,79,75,8.01
443,Mayenne,FR,2022-04-04 17:04:37,48.3333,-0.6667,49.44,74,100,13.35
444,Yueyang,CN,2022-04-04 17:04:38,29.3333,113.0919,63.25,62,100,6.08
445,Concarneau,FR,2022-04-04 17:04:38,47.875,-3.9225,48.99,89,100,14.09
446,Necochea,AR,2022-04-04 17:00:53,-38.5473,-58.7368,64.98,40,1,13.49
447,Hualmay,PE,2022-04-04 17:04:39,-11.0964,-77.6139,74.25,73,71,9.35
448,Kiboga,UG,2022-04-04 17:04:39,0.9161,31.7742,75.27,52,53,5.99
449,Sterling,US,2022-04-04 17:03:35,39.0062,-77.4286,55.4,44,75,4.61
450,Cayenne,GF,2022-04-04 17:03:51,4.9333,-52.3333,82.09,1,75,10.36
451,Thessalon,CA,2022-04-04 17:00:33,46.2501,-83.5666,37.69,95,100,10.31
452,Dumas,US,2022-04-04 17:04:40,35.8656,-101.9732,58.53,19,0,14.97
453,Pavlodar,KZ,2022-04-04 17:04:40,52.3,76.95,44.4,65,0,4.47
454,Svetlaya,RU,2022-04-04 17:04:40,46.5389,138.3297,36.45,89,35,8.16
455,Shelopugino,RU,2022-04-04 17:04:41,51.6514,117.5599,11.66,83,64,3.76
456,Ballina,AU,2022-04-04 17:04:41,-28.8667,153.5667,66.02,99,23,3.67
457,Dzhebariki-Khaya,RU,2022-04-04 17:04:41,62.2167,135.8,3.79,96,100,3.36
458,Turinsk,RU,2022-04-04 17:04:42,58.0458,63.696,37.15,100,100,4.83
459,Manado,ID,2022-04-04 17:05:42,1.487,124.8455,77.77,94,20,2.3
460,Sangar,RU,2022-04-04 17:05:43,63.9242,127.4739,-2.07,99,99,4.56
461,Qaqortoq,GL,2022-04-04 17:05:43,60.7167,-46.0333,38.28,72,100,3.91
462,Vardo,NO,2022-04-04 17:03:09,70.3705,31.1107,28.38,59,75,16.11
463,Porto Novo,BJ,2022-04-04 17:05:43,6.4965,2.6036,85.91,67,81,12.33
464,Mayo,US,2022-04-04 17:05:44,38.8876,-76.5119,56.21,45,40,9.22
465,Independence,US,2022-04-04 17:04:04,39.0911,-94.4155,52.92,63,0,10.36
466,Riyadh,SA,2022-04-04 17:01:00,24.6877,46.7219,86.45,9,14,9.8
467,Carutapera,BR,2022-04-04 17:05:44,-1.195,-46.02,84.25,70,100,5.12
468,Maridi,SS,2022-04-04 17:05:45,4.9158,29.4742,82.09,38,79,3.67
469,Kudat,MY,2022-04-04 17:01:19,6.8837,116.8477,76.33,94,100,11.77
470,Christchurch,NZ,2022-04-04 17:04:07,-43.5333,172.6333,56.95,87,100,3.44
471,Mindelo,CV,2022-04-04 17:05:45,16.8901,-24.9804,74.75,57,75,12.66
472,Impfondo,CG,2022-04-04 17:05:45,1.6381,18.0667,80.1,62,92,1.41
473,Ntcheu,MW,2022-04-04 17:05:46,-14.8203,34.6359,65.57,95,71,1.81
474,Ojinaga,MX,2022-04-04 17:05:46,29.5667,-104.4167,85.57,17,0,19.57
475,Svay Rieng,KH,2022-04-04 17:05:46,11.0879,105.7993,80.1,64,97,8.59
476,Birao,CF,2022-04-04 17:05:47,10.2849,22.7882,95.61,18,29,4.29
477,North Bend,US,2022-04-04 17:05:47,43.4065,-124.2243,50.92,99,100,9.22
478,Shetpe,KZ,2022-04-04 17:05:47,44.1667,52.1167,49.57,63,90,17.18
479,Pimenta Bueno,BR,2022-04-04 17:05:48,-11.6725,-61.1936,83.93,78,8,1.5
480,Aromashevo,RU,2022-04-04 17:05:48,56.8602,68.6375,37.42,98,100,9.26
481,Velsen,NL,2022-04-04 17:05:49,52.46,4.65,49.98,92,75,18.41
482,Bialystok,PL,2022-04-04 17:04:27,53.1333,23.15,38.97,64,99,5.99
483,Abonnema,NG,2022-04-04 17:05:49,4.7084,6.7931,85.57,67,81,12.41
484,George Town,MY,2022-04-04 17:04:49,5.4112,100.3354,78.73,89,40,2.3
485,Aktau,KZ,2022-04-04 17:05:50,43.65,51.2,50.58,65,82,18.16
486,Wanning,CN,2022-04-04 17:05:50,18.8003,110.3967,68.29,84,92,6.8
487,Kogon,UZ,2022-04-04 17:05:51,39.7228,64.5517,66.24,42,0,6.91
488,Gushikawa,JP,2022-04-04 17:05:51,26.3544,127.8686,63.63,85,0,5.75
489,Gimli,CA,2022-04-04 17:05:51,50.6336,-96.9907,31.53,88,28,10.31
490,Klaksvik,FO,2022-04-04 17:05:52,62.2266,-6.589,34.72,64,100,19.37
491,Kuching,MY,2022-04-04 17:05:52,1.55,110.3333,77.22,94,40,2.3
492,Paragould,US,2022-04-04 17:05:52,36.0584,-90.4973,62.1,56,100,9.42
493,Guamuchil,MX,2022-04-04 17:05:53,25.4667,-108.1,75.52,58,62,5.06
494,Show Low,US,2022-04-04 17:05:53,34.2542,-110.0298,60.08,40,0,4.61
495,Manavalakurichi,IN,2022-04-04 17:05:53,8.1333,77.3,81.66,74,33,1.12
496,Rio Grande,BR,2022-04-04 17:03:31,-32.035,-52.0986,72.95,84,99,11.14
497,Kargasok,RU,2022-04-04 17:05:54,59.0556,80.8572,35.01,99,100,9.1
498,Sinaloa,MX,2022-04-04 17:03:19,25.0,-107.5,78.13,54,50,3.89
499,Banjar,ID,2022-04-04 17:05:54,-8.19,114.9675,75.61,91,20,4.88
500,Hirara,JP,2022-04-04 17:05:55,24.8,125.2833,68.77,62,0,13.98
501,Brigham City,US,2022-04-04 17:05:55,41.5102,-112.0155,58.48,23,40,11.99
502,Scottsbluff,US,2022-04-04 17:05:55,41.8666,-103.6672,61.92,37,0,19.57
503,Opuwo,NA,2022-04-04 17:05:56,-18.0607,13.84,75.9,42,0,10.47
504,Kattivakkam,IN,2022-04-04 17:06:56,13.2167,80.3167,85.06,85,50,10.98
505,Kasongo-Lunda,CD,2022-04-04 17:06:56,-6.4667,16.8167,76.95,80,65,0.45
506,Vizinga,RU,2022-04-04 17:06:57,61.0749,50.1031,20.21,96,100,1.86
507,Karratha,AU,2022-04-04 17:03:58,-20.7377,116.8463,83.35,66,16,10.02
508,Pangnirtung,CA,2022-04-04 17:05:28,66.1451,-65.7125,15.39,92,100,6.2
509,Cancun,MX,2022-04-04 17:02:33,21.1743,-86.8466,86.05,66,2,13.87
510,Bud,US,2022-04-04 17:06:57,39.447,-86.1758,57.18,70,100,10.11
511,Omboue,GA,2022-04-04 17:06:15,-1.5746,9.2618,79.14,85,100,1.9
512,Ikornnes,NO,2022-04-04 17:06:58,62.3873,6.557,36.34,92,100,3.0
513,Tuyen Quang,VN,2022-04-04 17:06:58,21.8233,105.2181,63.28,71,1,2.28
514,Murdochville,CA,2022-04-04 17:06:58,48.9583,-65.5006,26.37,85,88,9.08
515,Cao Bang,VN,2022-04-04 17:06:59,22.6667,106.25,60.73,77,0,1.99
516,Comodoro Rivadavia,AR,2022-04-04 17:06:59,-45.8667,-67.5,62.46,34,100,41.43
517,Kapustin Yar,RU,2022-04-04 17:06:59,48.5831,45.7372,44.01,54,73,16.64
518,Behshahr,IR,2022-04-04 17:07:00,36.6923,53.5526,60.62,64,100,15.12
519,Mitsamiouli,KM,2022-04-04 17:07:00,-11.3847,43.2844,82.38,72,3,2.35
520,Ambilobe,MG,2022-04-04 17:07:00,-13.2,49.05,75.72,92,95,1.79
521,Gladstone,AU,2022-04-04 17:07:01,-23.85,151.25,69.73,83,1,0.0
522,Stephenville,US,2022-04-04 17:07:01,32.2207,-98.2023,75.33,62,75,10.0
523,Lady Frere,ZA,2022-04-04 17:07:01,-31.7031,27.2329,67.21,40,29,7.34
524,Tromso,NO,2022-04-04 17:07:02,69.6496,18.957,26.62,46,0,4.61
525,Jalingo,NG,2022-04-04 17:07:02,8.8833,11.3667,99.36,19,90,4.21
526,Vila Franca Do Campo,PT,2022-04-04 17:07:02,37.7167,-25.4333,59.41,56,92,6.33
527,Mezen,RU,2022-04-04 17:07:03,65.8522,44.24,13.93,94,49,4.81
528,Umm Lajj,SA,2022-04-04 17:07:03,25.0213,37.2685,79.18,56,100,5.21
529,Poum,NC,2022-04-04 17:07:03,-20.2333,164.0167,81.5,83,100,24.58
530,Fortuna,US,2022-04-04 17:04:28,40.5982,-124.1573,52.14,95,100,13.8
531,Asau,RO,2022-04-04 17:04:40,46.4333,26.4,43.72,62,95,7.11
532,Nacogdoches,US,2022-04-04 17:07:04,31.6002,-94.6335,75.06,64,20,6.91
533,Hopkinsville,US,2022-04-04 17:05:34,36.8656,-87.4886,53.55,79,100,1.01
534,Parainen,FI,2022-04-04 17:07:05,60.3067,22.301,33.42,99,100,8.23
535,Sinnamary,GF,2022-04-04 17:05:44,5.3833,-52.95,80.49,82,95,14.07
536,Moyale,KE,2022-04-04 17:07:05,3.5167,39.0584,77.9,36,30,7.92
537,Ponta Do Sol,PT,2022-04-04 17:04:43,32.6667,-17.1,61.43,49,38,12.46
538,Noyabrsk,RU,2022-04-04 17:07:05,63.1994,75.4507,34.72,100,100,18.01
539,Rumuruti,KE,2022-04-04 17:07:06,0.267,36.5389,66.72,61,72,11.54
540,Nome,US,2022-04-04 17:07:06,64.5011,-165.4064,12.27,52,0,20.71
541,Westport,US,2022-04-04 17:07:06,41.1415,-73.3579,54.9,48,20,14.97
542,Mitzic,GA,2022-04-04 17:07:07,0.7821,11.549,73.06,93,90,2.75
543,Togur,RU,2022-04-04 17:07:07,58.3631,82.8265,34.3,100,100,8.32
544,Springville,US,2022-04-04 17:07:07,40.1652,-111.6107,59.85,30,100,3.44
545,Aykhal,RU,2022-04-04 17:04:42,66.0,111.5,-1.37,100,100,5.17
546,Holguin,CU,2022-04-04 17:07:08,20.8872,-76.2631,87.3,55,75,6.91
547,Ukhta,RU,2022-04-04 17:02:37,63.5671,53.6835,16.92,94,100,1.95
548,Salinas,US,2022-04-04 17:05:47,36.6777,-121.6555,59.52,64,0,5.75
549,Traverse City,US,2022-04-04 17:08:08,44.7631,-85.6206,37.83,94,100,6.91
