City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ngorongoro,TZ,-3.2397,35.4875,60.49,47,65,4.7,broken clouds
348,Beroroha,MG,-21.6667,45.1667,77.23,74,64,4.81,moderate rain
349,Guadalupe Y Calvo,MX,26.1,-106.9667,67.84,20,81,1.05,broken clouds
350,Tiarei,PF,-17.5333,-149.3333,77.02,77,76,18.28,broken clouds
351,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,76.48,54,0,9.86,clear sky
352,Hutchinson,US,38.0608,-97.9298,47.73,41,0,26.46,clear sky
353,Bathsheba,BB,13.2167,-59.5167,86.61,58,20,18.41,few clouds
354,Dongobesh,TZ,-4.0667,35.3833,64.6,47,19,8.43,few clouds
355,Rorvik,NO,64.8621,11.2373,35.71,55,75,20.71,broken clouds
356,Ahipara,NZ,-35.1667,173.1667,57.09,84,9,5.66,clear sky
357,Tautira,PF,-17.7333,-149.15,81.09,77,85,17.9,light rain
358,Mananjary,MG,-21.2167,48.3333,76.51,76,44,5.26,scattered clouds
359,Novopokrovskaya,RU,45.9514,40.7006,54.18,76,76,14.9,broken clouds
360,Sisimiut,GL,66.9395,-53.6735,16.07,80,100,8.48,overcast clouds
361,Saint-Joseph,RE,-21.3667,55.6167,73.78,83,55,14.43,light rain
362,Harbour Breton,CA,47.4833,-55.7983,40.1,64,21,3.76,few clouds
363,Tyazhinskiy,RU,56.116,88.524,33.04,84,97,11.3,overcast clouds
364,Keflavik,IS,64.0049,-22.5624,36.03,41,75,3.44,broken clouds
365,Mahebourg,MU,-20.4081,57.7,78.26,82,59,16.55,light rain
366,Izhma,RU,65.0083,53.9113,20.84,94,93,5.12,overcast clouds
367,Te Anau,NZ,-45.4167,167.7167,41.63,92,11,0.81,few clouds
368,Isiolo,KE,0.3546,37.5822,77.49,48,63,12.24,broken clouds
369,Namatanai,PG,-3.6667,152.4333,76.8,90,100,6.38,light rain
370,Susehri,TR,40.1644,38.0867,53.91,62,61,6.02,broken clouds
371,Port Lincoln,AU,-34.7333,135.8667,66.11,78,0,10.94,clear sky
372,Mandera,KE,3.9366,41.867,95.94,24,100,0.43,overcast clouds
373,Talaya,RU,61.3833,152.75,-3.64,97,100,3.4,overcast clouds
374,Malvern,US,34.3623,-92.813,51.31,48,39,13.78,scattered clouds
375,Jiexiu,CN,37.0244,111.9125,67.66,25,74,6.71,broken clouds
376,Grand-Santi,GF,4.25,-54.3833,78.13,96,99,3.6,overcast clouds
377,Ginda,IN,30.6945,78.4932,61.32,33,6,8.57,clear sky
378,Sobolevo,RU,54.4299,31.8996,42.6,89,100,7.99,overcast clouds
379,Turka,UA,49.1541,23.0297,54.79,57,82,14.2,broken clouds
380,Tutoia,BR,-2.7619,-42.2744,81.81,82,89,8.55,overcast clouds
381,Trelew,AR,-43.249,-65.3051,64.31,63,84,8.59,broken clouds
382,Ust-Nera,RU,64.5667,143.2,14.29,97,100,1.48,overcast clouds
383,Conde,BR,-7.2597,-34.9075,87.26,66,40,12.66,scattered clouds
384,Clinton,US,42.587,-82.9199,46.42,73,100,10.36,overcast clouds
385,San Ramon,US,37.7799,-121.978,71.65,54,0,3.44,clear sky
386,Morant Bay,JM,17.8815,-76.4093,89.71,64,42,11.86,scattered clouds
387,Doha,QA,25.2867,51.5333,88.11,61,0,9.22,clear sky
388,Orchard Homes,US,46.8633,-114.0484,50.27,65,0,3.44,clear sky
389,Atasu,KZ,48.6814,71.6433,45.03,67,8,6.93,clear sky
390,Shimoda,JP,34.6667,138.95,56.79,78,0,5.14,clear sky
391,Salgado,BR,-11.0319,-37.475,86.7,40,45,10.63,scattered clouds
392,Denpasar,ID,-8.65,115.2167,82.06,88,40,2.3,scattered clouds
393,Carballo,ES,43.213,-8.691,62.91,81,100,8.25,overcast clouds
394,Buta,CD,2.7858,24.73,83.73,54,99,2.44,overcast clouds
395,Nizwa,OM,22.9333,57.5333,89.04,16,100,2.19,overcast clouds
396,Mahibadhoo,MV,3.7833,72.9667,83.91,71,19,7.58,few clouds
397,Aykhal,RU,66.0,111.5,1.58,100,72,2.59,broken clouds
398,Watertown,US,42.3709,-71.1828,63.18,86,100,13.0,overcast clouds
399,Krasnoselkup,RU,65.7,82.4667,-0.6,98,69,9.17,broken clouds
400,Avera,US,33.194,-82.5271,61.56,39,1,15.77,clear sky
401,Lakeville,US,44.6497,-93.2427,38.93,65,40,12.66,scattered clouds
402,Moranbah,AU,-22.0016,148.0466,72.63,81,69,14.2,broken clouds
403,Aswan,EG,24.0934,32.907,98.17,6,0,8.86,clear sky
404,Waipawa,NZ,-41.4122,175.5153,50.41,82,24,10.36,few clouds
405,Matangad,PH,8.5769,124.37,73.76,91,100,10.02,heavy intensity rain
406,Constitucion,CL,-35.3333,-72.4167,65.57,67,18,8.9,few clouds
407,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.39,70,91,4.25,overcast clouds
408,Tuatapere,NZ,-46.1333,167.6833,47.14,82,64,5.03,broken clouds
409,Hornepayne,CA,49.2138,-84.7705,27.46,89,100,11.97,light snow
410,Severo-Kurilsk,RU,50.6789,156.125,29.17,88,100,19.91,overcast clouds
411,Borger,NL,52.9233,6.7931,48.78,65,100,13.35,overcast clouds
412,Zhuhai,CN,22.2769,113.5678,74.86,78,0,11.5,clear sky
413,Manono,CD,-7.3,27.4167,76.26,85,81,2.84,light rain
414,Qostanay,KZ,53.1667,63.5833,44.74,63,83,3.94,broken clouds
415,Mbarara,UG,-0.608,30.65,67.64,82,98,5.73,light rain
416,Terrace,CA,54.5163,-128.6035,35.51,100,100,12.66,overcast clouds
417,Cockburn Town,TC,21.4612,-71.1419,78.67,78,40,19.69,scattered clouds
418,Daru,PG,-9.0763,143.2092,78.82,84,57,10.38,broken clouds
419,Muravlenko,RU,63.7898,74.523,2.34,97,74,9.91,broken clouds
420,Stornoway,GB,58.2093,-6.3865,44.92,61,40,21.85,scattered clouds
421,Tuscaloosa,US,33.2098,-87.5692,57.85,45,75,11.5,broken clouds
422,Farafangana,MG,-22.8167,47.8333,76.84,75,11,8.03,few clouds
423,Yumen,CN,40.2833,97.2,62.44,9,0,11.74,clear sky
424,Novosysoyevka,RU,44.235,133.3642,36.72,86,83,3.53,broken clouds
425,Harlingen,US,26.1906,-97.6961,76.95,43,0,6.91,clear sky
426,Pitimbu,BR,-7.4706,-34.8086,88.39,70,63,10.89,broken clouds
427,Eyl,SO,7.9803,49.8164,81.54,78,68,11.61,broken clouds
428,Nantucket,US,41.2835,-70.0995,53.71,94,100,16.11,mist
429,North Bend,US,43.4065,-124.2243,49.91,87,100,4.61,overcast clouds
430,Caconda,AO,-13.7333,15.0667,68.56,80,85,6.08,light rain
431,Victor Harbor,AU,-35.5667,138.6167,61.21,80,2,7.27,clear sky
432,Beirut,LB,33.8889,35.4944,63.34,88,75,14.97,mist
433,Lanigan,CA,51.8501,-105.0344,39.38,56,46,16.67,scattered clouds
434,Bilma,NE,18.6853,12.9164,105.13,4,6,3.44,clear sky
435,Saurimo,AO,-9.6608,20.3916,75.13,77,90,0.65,light rain
436,Kamaishi,JP,39.2667,141.8833,39.54,76,1,8.93,clear sky
437,Nouadhibou,MR,20.931,-17.0347,66.09,73,0,24.09,clear sky
438,Olafsvik,IS,64.8945,-23.7142,33.51,63,99,6.62,overcast clouds
439,Udachnyy,RU,66.4167,112.4,-4.25,100,45,2.44,scattered clouds
440,Kindu,CD,-2.95,25.95,73.18,91,71,2.89,light rain
441,Piacabucu,BR,-10.4056,-36.4344,85.12,63,36,10.13,scattered clouds
442,Yulara,AU,-25.2406,130.9889,64.24,36,3,5.75,clear sky
443,Cingoli,IT,43.3733,13.2025,62.64,50,100,19.01,overcast clouds
444,Big Rapids,US,43.6981,-85.4837,40.32,89,100,6.91,light rain
445,Nerchinskiy Zavod,RU,51.3088,119.61,33.44,58,63,8.72,broken clouds
446,Miyako,JP,39.6367,141.9525,37.76,71,2,5.3,clear sky
447,San Cristobal,VE,7.7669,-72.225,75.38,56,99,7.23,overcast clouds
448,Lorengau,PG,-2.0226,147.2712,78.67,90,100,9.66,light rain
449,Springbok,ZA,-29.6643,17.8865,74.43,19,65,11.9,broken clouds
450,Madang,PG,-5.2246,145.7966,76.44,90,100,3.85,moderate rain
451,New Richmond,US,45.123,-92.5366,37.11,64,75,14.97,broken clouds
452,Bandundu,CD,-3.3167,17.3667,84.96,66,49,5.01,light rain
453,Thinadhoo,MV,0.5333,72.9333,84.13,62,65,7.29,broken clouds
454,Kashan,IR,33.9831,51.4364,80.46,17,90,15.03,overcast clouds
455,Canutama,BR,-6.5339,-64.3831,86.92,71,54,3.89,broken clouds
456,Alta Floresta,BR,-9.8756,-56.0861,85.73,67,53,2.42,broken clouds
457,Oranjemund,NA,-28.55,16.4333,67.01,54,11,23.17,few clouds
458,Innisfail,AU,-17.5333,146.0333,74.75,90,5,4.56,clear sky
459,Sal Rei,CV,16.1833,-22.9167,77.2,65,20,21.85,few clouds
460,Murbad,IN,19.25,73.4,88.45,40,3,4.45,clear sky
461,Plettenberg Bay,ZA,-34.0527,23.3716,60.6,71,80,13.65,broken clouds
462,Luwuk,ID,-0.9516,122.7875,77.79,85,99,1.54,overcast clouds
463,Olfen,DE,51.7,7.4,50.05,57,100,8.75,overcast clouds
464,Vitim,RU,59.4511,112.5578,20.41,97,100,2.48,overcast clouds
465,Cienfuegos,CU,22.1461,-80.4356,87.94,58,75,4.61,broken clouds
466,Olinda,BR,-8.0089,-34.8553,85.73,70,75,10.36,broken clouds
467,Belyy Yar,RU,53.6039,91.3903,42.69,56,0,6.71,clear sky
468,Port Blair,IN,11.6667,92.75,82.56,73,45,3.36,scattered clouds
469,Kavaratti,IN,10.5669,72.642,84.22,71,81,9.24,broken clouds
470,Aksu,CN,41.1231,80.2644,71.49,16,47,7.74,scattered clouds
471,Ibra,OM,22.6906,58.5334,90.99,16,58,4.32,broken clouds
472,Sechura,PE,-5.5569,-80.8222,79.47,57,51,7.09,broken clouds
473,Mankono,CI,8.0586,-6.1897,97.32,34,81,2.48,broken clouds
474,Kytmanovo,RU,53.4593,85.4479,37.8,79,85,16.64,overcast clouds
475,Bandarbeyla,SO,9.4942,50.8122,81.36,78,99,8.86,overcast clouds
476,Kolda,SN,12.8833,-14.95,111.04,8,2,9.42,clear sky
477,Chhachhrauli,IN,30.25,77.3667,85.41,10,0,5.32,clear sky
478,Zemio,CF,5.0314,25.1361,79.2,60,98,4.32,overcast clouds
479,Suntar,RU,62.1444,117.6319,8.58,97,91,3.85,overcast clouds
480,Aljezur,PT,37.3191,-8.8033,60.62,73,100,10.16,overcast clouds
481,Riyadh,SA,24.6877,46.7219,89.74,8,3,3.4,clear sky
482,Arshan,RU,46.2732,44.22,52.18,76,100,11.18,overcast clouds
483,Victoria,HK,22.2855,114.1577,72.32,77,0,15.99,clear sky
484,Severnoye,RU,56.3491,78.3619,32.83,91,99,17.05,overcast clouds
485,Otane,NZ,-39.8833,176.6333,48.0,93,5,3.96,clear sky
486,Haines Junction,CA,60.7522,-137.5108,28.35,74,100,0.0,overcast clouds
487,Karpathos,GR,35.507,27.2132,64.36,72,20,18.41,few clouds
488,Luderitz,NA,-26.6481,15.1594,70.75,52,41,15.59,scattered clouds
489,Oni,GE,42.5794,43.4425,46.45,94,66,2.04,broken clouds
490,Skjervoy,NO,70.0311,20.9714,33.8,65,95,18.57,overcast clouds
491,Zhangye,CN,38.9342,100.4517,61.12,14,0,4.97,clear sky
492,Oktyabrskiy,RU,54.4815,53.471,37.63,100,100,5.08,overcast clouds
493,Caluquembe,AO,-13.7833,14.6833,69.42,79,46,2.95,light rain
494,Zhigansk,RU,66.7697,123.3711,4.08,94,44,10.02,scattered clouds
495,Pemangkat,ID,1.1667,108.9667,79.3,81,64,5.03,broken clouds
496,Talnakh,RU,69.4865,88.3972,1.2,97,100,4.85,overcast clouds
497,Borzya,RU,50.3833,116.5167,35.62,40,7,9.15,clear sky
498,Salekhard,RU,66.53,66.6019,1.63,97,99,4.65,overcast clouds
499,Codrington,AU,-38.2667,141.9667,61.23,68,7,6.91,clear sky
500,Mahon,ES,39.8885,4.2658,64.96,63,0,11.5,clear sky
501,Ivanivka,UA,46.7208,34.553,53.67,68,100,4.97,overcast clouds
502,Kurilsk,RU,45.2333,147.8833,31.73,81,54,10.29,broken clouds
503,Ashtabula,US,41.7001,-80.7665,47.23,71,100,10.36,overcast clouds
504,Sabzevar,IR,36.2126,57.6819,74.48,15,51,16.11,sand
505,Hearst,CA,49.6835,-83.6665,23.25,93,100,10.51,overcast clouds
506,Horsham,GB,51.064,-0.3272,53.73,45,20,9.22,few clouds
507,Sidi Ali,DZ,36.0998,0.4206,62.8,50,0,14.81,clear sky
508,Zaozerne,UA,45.1582,33.2787,48.2,92,87,10.09,overcast clouds
509,Proletariy,RU,58.4342,31.7046,41.38,95,100,8.88,overcast clouds
510,Mogadishu,SO,2.0371,45.3438,82.38,80,13,13.69,few clouds
511,Verkhnevilyuysk,RU,63.4453,120.3167,3.9,100,91,2.66,overcast clouds
512,San Vicente,AR,-26.6167,-54.1333,77.43,66,100,4.61,moderate rain
513,Nanakuli,US,21.3906,-158.1547,74.44,70,20,5.75,few clouds
514,Del Rio,US,29.3627,-100.8968,72.0,16,0,10.36,clear sky
515,Quartucciu,IT,39.2519,9.1794,71.02,41,0,21.0,clear sky
516,Aklavik,CA,68.2191,-135.0107,8.6,85,20,0.0,few clouds
517,Asau,RO,46.4333,26.4,63.52,51,90,6.2,overcast clouds
518,Abnub,EG,27.2696,31.1511,91.45,14,1,19.8,clear sky
519,Pangnirtung,CA,66.1451,-65.7125,10.4,85,75,5.75,light snow
520,Makarov,RU,48.6333,142.8,31.12,82,100,7.47,overcast clouds
521,Yar-Sale,RU,66.8333,70.8333,-7.1,96,18,8.86,few clouds
522,Dali,CN,25.7,100.1833,56.64,80,7,4.16,clear sky
523,Wajid,SO,3.8093,43.2471,90.39,27,100,9.19,overcast clouds
524,Wilmington,US,34.2257,-77.9447,72.0,34,0,17.27,clear sky
525,Ejura,GH,7.3856,-1.3562,99.9,32,94,1.34,overcast clouds
526,Dalvik,IS,65.9702,-18.5286,30.13,70,100,3.65,overcast clouds
527,Chuguyevka,RU,44.1653,133.8633,36.1,88,91,5.48,overcast clouds
528,Kristiinankaupunki,FI,62.2743,21.376,36.7,96,100,12.95,overcast clouds
529,Blackwater,AU,-23.5833,148.8833,70.0,83,7,10.07,clear sky
530,Tuzha,RU,57.6062,47.936,38.57,99,100,9.78,overcast clouds
531,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,33.66,100,100,4.45,snow
532,Las Palmas,ES,28.4204,-14.0131,66.99,64,40,18.41,scattered clouds
533,Atocha,BO,-20.9333,-66.2333,58.33,28,100,11.92,overcast clouds
534,Brusque,BR,-27.0981,-48.9175,76.1,97,99,1.54,overcast clouds
535,Lasa,IT,46.6166,10.7002,59.88,93,96,6.6,overcast clouds
536,Mecca,SA,21.4267,39.8261,85.84,28,0,8.01,clear sky
537,Castanos,MX,26.7833,-101.4167,67.35,14,40,0.0,scattered clouds
538,Umea,SE,63.8284,20.2597,37.33,100,100,8.05,light intensity drizzle
539,Tanggu,CN,39.0211,117.6469,69.76,54,17,11.21,few clouds
540,Anadyr,RU,64.75,177.4833,-7.1,77,0,4.47,clear sky
541,Kabwe,ZM,-14.4469,28.4464,65.68,93,87,8.05,overcast clouds
542,Snezhnogorsk,RU,69.1933,33.2531,31.78,85,99,19.84,overcast clouds
543,Georgiyevka,KZ,43.0369,74.7114,59.04,63,0,8.95,clear sky
544,Werda,BW,-25.2667,23.2833,71.55,46,71,4.52,light rain
545,Divnomorskoye,RU,44.5011,38.1353,49.05,93,100,11.1,overcast clouds
546,Pedernales,DO,18.0384,-71.744,84.52,56,20,5.21,few clouds
547,Boca Do Acre,BR,-8.7522,-67.3978,86.32,71,44,2.73,scattered clouds
548,Manokwari,ID,-0.8667,134.0833,78.84,82,100,3.96,overcast clouds
549,Aguimes,ES,27.9054,-15.4461,67.66,54,20,25.32,few clouds
550,Manakara,MG,-22.1333,48.0167,76.06,76,33,6.31,scattered clouds
551,Shahabad,IN,27.65,79.95,87.85,10,0,1.74,clear sky
552,Inirida,CO,3.8653,-67.9239,90.97,56,60,2.17,moderate rain
553,Bollnas,SE,61.3482,16.3946,31.84,94,100,10.92,light snow
554,Fukue,JP,32.6881,128.8419,60.73,56,0,2.33,clear sky
555,Oda,JP,35.1833,132.5,51.71,62,0,7.29,clear sky
556,Port Shepstone,ZA,-30.7414,30.455,65.7,77,83,7.09,light rain
557,Dromolaxia,CY,34.8761,33.586,65.86,73,0,13.8,clear sky
558,Peterhead,GB,57.5058,-1.7981,42.46,74,88,25.84,overcast clouds
559,Akdepe,TM,42.0551,59.3788,69.89,25,100,12.33,overcast clouds
560,Chiang Rai,TH,19.9167,99.9167,82.31,81,0,1.01,clear sky
561,Kodinsk,RU,58.6881,99.1844,24.66,98,100,1.57,overcast clouds
562,Makasar,ID,-5.14,119.4221,75.25,100,20,4.61,few clouds
563,Rognan,NO,67.0953,15.3878,35.89,70,100,7.54,light snow
564,Vuktyl,RU,63.8567,57.3094,16.99,92,69,2.35,broken clouds
565,Meridian,US,43.6121,-116.3915,54.39,43,0,12.66,clear sky
566,Aksarka,RU,66.5606,67.7975,-8.52,100,66,4.47,broken clouds
567,Mitsamiouli,KM,-11.3847,43.2844,82.67,75,44,6.8,scattered clouds
568,Yambio,SS,4.5721,28.3955,87.08,35,80,3.8,broken clouds
569,Calabozo,VE,8.9242,-67.4293,95.05,32,22,8.81,few clouds
570,Qesarya,IL,32.5189,34.9046,66.13,84,99,11.18,overcast clouds
571,Mogzon,RU,51.7435,111.9606,26.96,70,45,2.46,scattered clouds
572,Pangody,RU,65.85,74.4859,-4.85,99,32,8.93,scattered clouds
573,Nanton,CA,50.3501,-113.7687,59.05,35,100,13.31,overcast clouds
574,Klaksvik,FO,62.2266,-6.589,36.52,68,97,21.43,overcast clouds
575,Santa Marta,CO,11.2408,-74.199,88.9,67,40,5.75,scattered clouds
576,Karratha,AU,-20.7377,116.8463,84.96,55,8,15.57,clear sky
577,Villa Union,MX,23.2,-106.2333,73.9,83,100,0.0,overcast clouds
578,Borba,BR,-4.3878,-59.5939,85.96,72,79,3.85,broken clouds
579,Jodar,ES,37.8406,-3.3526,66.58,40,91,8.61,overcast clouds
580,Mbinga,TZ,-10.9333,35.0167,64.4,88,38,1.5,light rain
581,Pisco,PE,-13.7,-76.2167,72.01,73,0,8.05,clear sky
582,Semey,KZ,50.4111,80.2275,48.36,61,81,7.34,broken clouds
583,Nanortalik,GL,60.1432,-45.2371,30.27,74,15,6.42,few clouds
584,Belmonte,BR,-15.8631,-38.8828,84.43,62,18,7.49,few clouds
585,Killam,CA,52.7834,-111.8518,44.55,45,100,9.22,overcast clouds
586,Bud,US,39.447,-86.1758,44.98,73,98,10.78,overcast clouds
587,Singkang,MY,2.1006,102.7994,74.17,96,92,4.43,moderate rain
588,Kralendijk,BQ,12.15,-68.2667,87.78,62,40,19.57,scattered clouds
589,Meadow Lake,US,34.8014,-106.5436,54.61,19,0,1.86,clear sky
590,Tilichiki,RU,60.4667,166.1,13.78,96,100,4.74,overcast clouds
591,Manggar,ID,-2.8833,108.2667,80.04,82,100,5.61,overcast clouds
592,Naze,JP,28.3667,129.4833,63.52,60,0,6.31,clear sky
593,Newport,GB,51.5877,-2.9984,51.69,58,93,9.44,overcast clouds
594,Vostryakovo,RU,55.4006,37.8111,53.67,58,0,17.9,clear sky
595,Smolenka,RU,52.1352,113.4974,23.07,54,18,8.95,few clouds
596,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.76,65,75,18.41,broken clouds
597,Burns Lake,CA,54.2331,-125.7533,35.02,86,100,8.08,overcast clouds
598,High Level,CA,58.5169,-117.136,41.11,60,75,6.91,broken clouds
599,Ambulu,ID,-8.345,113.6058,76.05,89,78,0.98,broken clouds
600,Huangchuan,CN,32.1272,115.0394,65.26,50,0,10.56,clear sky
601,Half Moon Bay,US,37.4636,-122.4286,72.88,65,0,10.36,mist
602,Champerico,GT,14.3,-91.9167,91.94,58,100,4.97,overcast clouds
603,Pecos,US,31.4229,-103.4932,61.63,12,0,10.36,clear sky
604,Halifax,CA,44.6453,-63.5724,41.68,90,100,18.41,light intensity drizzle
605,Batagay-Alyta,RU,67.8006,130.4114,-3.14,96,64,5.61,broken clouds
606,Upata,VE,8.0086,-62.3989,94.08,32,82,7.2,broken clouds
607,Meulaboh,ID,4.1363,96.1285,77.52,86,91,4.16,overcast clouds
608,Ponta Delgada,PT,37.7333,-25.6667,63.32,94,75,21.85,broken clouds
609,Zharkent,KZ,44.1628,80.0,65.68,38,100,9.33,overcast clouds
610,Alad,PH,12.6168,122.2475,80.65,69,100,11.18,overcast clouds
611,Talara,PE,-4.5772,-81.2719,81.36,61,0,13.8,clear sky
612,Fort Nelson,CA,58.8053,-122.7002,35.19,93,100,9.22,light rain
613,Gimli,CA,50.6336,-96.9907,32.02,47,35,8.05,scattered clouds
614,Mountain Home,US,43.133,-115.6912,54.88,94,0,29.93,clear sky
615,Omboue,GA,-1.5746,9.2618,80.69,86,65,8.12,broken clouds
616,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,14.97,broken clouds
617,Paragominas,BR,-2.9667,-47.4833,72.82,99,99,3.22,overcast clouds
618,Mushie,CD,-3.0167,16.9,82.89,64,45,5.3,scattered clouds
619,Botwood,CA,49.1499,-55.3482,36.9,90,100,6.06,overcast clouds
620,Buckingham,GB,51.9997,-0.9878,52.02,52,100,8.99,overcast clouds
621,Kihei,US,20.785,-156.4656,71.83,81,20,13.8,few clouds
622,Argelia,CO,2.2556,-77.2488,76.08,78,82,1.52,light rain
623,Hun,LY,29.1268,15.9477,78.1,17,0,10.89,clear sky
624,Juba,SS,4.8517,31.5825,91.2,29,100,2.17,overcast clouds
625,Usinsk,RU,65.9939,57.5281,9.99,97,61,8.43,broken clouds
626,Okha,RU,53.5739,142.9478,14.43,97,58,5.99,broken clouds
627,Luganville,VU,-15.5333,167.1667,78.75,84,76,2.57,broken clouds
628,San Juan,AR,-31.5375,-68.5364,82.71,31,0,6.55,clear sky
629,Aranos,NA,-24.1333,19.1167,79.93,16,23,5.46,few clouds
630,Nishihara,JP,26.1842,127.7558,67.28,78,75,6.91,broken clouds
631,Mokhsogollokh,RU,61.4681,128.9203,-0.13,100,53,2.75,broken clouds
632,Victoria Point,AU,-27.5833,153.3,67.96,95,100,1.99,overcast clouds
633,Colares,PT,38.7992,-9.4469,65.28,72,75,15.99,broken clouds
634,Kokstad,ZA,-30.5472,29.4241,48.74,84,100,3.4,overcast clouds
635,Medicine Hat,CA,50.0501,-110.6683,63.21,23,100,18.41,overcast clouds
636,Kuytun,RU,54.3419,101.5036,31.1,93,100,4.41,overcast clouds
637,Pundaguitan,PH,6.3711,126.1689,82.13,78,100,7.11,overcast clouds
638,Port Augusta,AU,-32.5,137.7667,63.18,68,0,5.75,clear sky
639,Kirensk,RU,57.7853,108.1119,23.25,99,98,1.52,overcast clouds
640,Villarrobledo,ES,39.2699,-2.6012,60.87,46,85,22.15,overcast clouds
641,Forrest City,US,35.0081,-90.7898,45.55,58,62,17.65,broken clouds
642,Valparaiso,CL,-33.0393,-71.6273,62.83,77,100,8.05,mist
643,Kushima,JP,31.4583,131.2333,55.9,73,0,2.66,clear sky
644,Aqtobe,KZ,50.2797,57.2072,51.89,54,0,13.42,clear sky
645,Yarmouth,US,41.7057,-70.2286,60.15,93,100,18.41,mist
646,Svetlaya,RU,46.5389,138.3297,31.59,81,82,3.78,broken clouds
647,Alofi,NU,-19.0595,-169.9187,76.89,88,62,4.61,broken clouds
648,Salinas,US,36.6777,-121.6555,74.28,57,0,4.61,clear sky
649,Peniche,PT,39.3558,-9.3811,62.08,88,100,15.14,overcast clouds
650,Hammerfest,NO,70.6634,23.6821,30.65,74,0,19.57,clear sky
651,Taoudenni,ML,22.6783,-3.9836,99.16,5,0,9.62,clear sky
652,Shubarshi,KZ,48.5872,57.1869,52.39,60,100,14.74,overcast clouds
653,Maraa,BR,-1.8333,-65.3667,88.45,63,100,3.15,overcast clouds
654,Enshi,CN,30.3,109.4833,63.32,59,99,0.87,overcast clouds
655,Astana,KZ,51.1801,71.446,40.95,65,0,6.71,clear sky
656,Mazagao,BR,-0.115,-51.2894,80.65,98,100,6.33,overcast clouds
657,Boyolangu,ID,-8.1181,111.8935,75.0,89,82,2.73,broken clouds
658,Hualmay,PE,-11.0964,-77.6139,71.92,76,97,7.38,overcast clouds
659,Hengshui,CN,37.7322,115.7011,69.67,56,37,14.45,scattered clouds
660,Yamasaki,JP,35.0,134.55,55.35,74,0,1.95,clear sky
661,Asfi,MA,32.2994,-9.2372,64.49,67,2,22.06,clear sky
662,Sept-Iles,CA,50.2001,-66.3821,35.06,80,100,16.11,overcast clouds
663,Beruwala,LK,6.4788,79.9828,80.8,79,100,1.45,overcast clouds
664,Vostok,RU,46.4856,135.8833,27.68,97,94,4.0,overcast clouds
665,Ewa Beach,US,21.3156,-158.0072,74.43,73,20,9.22,light rain
666,Misratah,LY,32.3754,15.0925,64.24,55,17,8.05,few clouds
667,Matay,EG,28.419,30.7792,81.54,18,0,16.89,clear sky
668,Golden,US,39.7555,-105.2211,57.04,22,0,5.75,clear sky
669,Bonito,BR,-21.1211,-56.4819,95.56,31,53,6.64,broken clouds
670,Shizunai,JP,42.3339,142.3669,37.08,79,82,5.01,broken clouds
671,Tiznit,MA,29.5833,-9.5,70.7,38,0,7.9,clear sky
672,Kang,BW,-23.6752,22.7876,68.34,62,67,13.33,broken clouds
673,Sawakin,SD,19.1059,37.3321,81.55,65,0,0.72,clear sky
674,Kyren,RU,51.6828,102.1408,38.48,93,100,0.72,overcast clouds
675,Kayanza,BI,-3.0667,29.6667,67.41,93,97,0.34,light rain
676,Sokolo,ML,14.7328,-6.1219,106.54,7,3,15.37,clear sky
677,Zhezkazgan,KZ,47.8043,67.7144,47.14,62,71,10.54,broken clouds
678,Vostochnyy,RU,55.8167,37.8667,53.58,80,100,14.07,overcast clouds
679,Vila,PT,42.0304,-8.1588,50.88,94,100,4.81,overcast clouds
680,Saint-Louis,SN,16.3333,-15.0,103.64,10,19,16.31,few clouds
681,Odweyne,SO,9.4092,45.064,81.0,37,96,5.77,overcast clouds
682,Inta,RU,66.0317,60.1659,3.72,98,40,7.14,scattered clouds
683,Ayan,RU,56.45,138.1667,18.12,82,75,8.61,broken clouds
684,Jibuti,DJ,11.5,42.5,76.8,49,16,12.33,few clouds
685,Cap Malheureux,MU,-19.9842,57.6142,78.48,85,57,7.0,broken clouds
686,Suez,EG,29.9737,32.5263,70.29,50,58,16.13,broken clouds
687,Pascagoula,US,30.3658,-88.5561,68.05,34,0,19.53,clear sky
688,Cabral,DO,18.25,-71.2167,87.66,58,20,13.8,few clouds
689,Flinders,AU,-34.5833,150.8552,68.38,87,88,4.0,overcast clouds
690,Talaja,IN,21.35,72.05,88.05,42,5,11.12,clear sky
691,Stodolishche,RU,54.1859,32.6492,43.09,91,100,7.72,overcast clouds
692,Palmer,US,42.1584,-72.3287,57.24,69,40,10.36,scattered clouds
693,Varkkallai,IN,8.7341,76.7067,74.98,87,92,10.27,overcast clouds
694,North Battleford,CA,52.7834,-108.2847,48.4,49,0,17.27,clear sky
695,Bogande,BF,12.9714,-0.1436,107.62,10,12,3.91,few clouds
696,Curup,ID,-3.4667,102.5333,66.81,98,72,1.07,broken clouds
697,Yining,CN,29.0361,114.5636,62.96,61,51,2.44,broken clouds
698,Shaowu,CN,27.3409,117.4831,58.6,55,0,2.01,clear sky
699,Severnyy,RU,50.677,36.5532,60.84,41,75,6.71,broken clouds
